Data Structure,Number of Nodes,Density,User Time,Add Time,GetNext Time,Update Time
LL Priority Queue,5000,0.2,23.2205,0.0122,0.0081,18.7235
Priority Queue,5000,0.2,9.9960,0.0030,0.6688,2.4515
Binary Heap,5000,0.2,57.1693,4.2101,3.5438,44.8464
Bucket Queue,5000,0.2,7.1542,0.1135,0.0168,0.7983
LL Priority Queue,5000,0.2,25.0660,0.1356,0.0109,18.7572
Priority Queue,5000,0.2,5.1997,0.0031,0.3641,2.3660
Binary Heap,5000,0.2,55.5277,4.1795,3.0100,44.7663
Bucket Queue,5000,0.2,6.8870,0.0709,0.0159,0.7748
LL Priority Queue,5000,0.2,25.4491,0.0105,0.0120,18.8007
Priority Queue,5000,0.2,8.6041,0.0027,0.6195,2.4105
Binary Heap,5000,0.2,54.4150,4.1966,2.5419,44.7948
Bucket Queue,5000,0.2,7.1021,0.0084,0.0172,0.7986
LL Priority Queue,5000,0.2,25.0910,0.0106,0.0113,18.7570
Priority Queue,5000,0.2,9.2972,0.1158,0.6455,2.4043
Binary Heap,5000,0.2,58.4574,4.1443,3.9551,44.6631
Bucket Queue,5000,0.2,8.4964,0.1159,0.0198,0.7685
LL Priority Queue,5000,0.2,26.4565,0.0112,0.0135,19.0250
Priority Queue,5000,0.2,10.5071,0.0022,0.6627,2.3645
Binary Heap,5000,0.2,61.0553,4.1251,4.2872,45.0221
Bucket Queue,5000,0.2,1.0272,0.0547,0.0006,0.6762
LL Priority Queue,5000,0.2,15.3765,0.0123,0.0006,15.0568
Priority Queue,5000,0.2,4.4970,0.0028,0.2963,2.2924
Binary Heap,5000,0.2,44.9194,4.1518,0.4188,39.9164
Bucket Queue,5000,0.2,8.4337,0.2367,0.0198,0.7911
LL Priority Queue,5000,0.2,26.1580,0.0110,0.0134,18.8351
Priority Queue,5000,0.2,10.3487,0.0025,0.6564,2.3611
Binary Heap,5000,0.2,60.7456,4.2155,4.2132,45.1206
Bucket Queue,5000,0.2,7.2265,0.1029,0.0171,0.7507
LL Priority Queue,5000,0.2,24.9170,0.0113,0.0114,18.5583
Priority Queue,5000,0.2,6.9174,0.0031,0.5171,2.3663
Binary Heap,5000,0.2,57.0952,4.1393,3.5740,44.7397
Bucket Queue,5000,0.2,4.9814,0.0391,0.0111,0.7754
LL Priority Queue,5000,0.2,23.2142,0.1295,0.0072,18.9591
Priority Queue,5000,0.2,7.6882,0.0032,0.5636,2.4819
Binary Heap,5000,0.2,58.4121,4.1411,3.9238,44.8311
Bucket Queue,5000,0.2,4.4989,0.1179,0.0092,0.7736
LL Priority Queue,5000,0.2,22.3429,0.0115,0.0060,18.7247
Priority Queue,5000,0.2,5.4267,0.0041,0.3930,2.4470
Binary Heap,5000,0.2,56.0245,4.1189,2.8330,45.8480
Bucket Queue,5000,0.2,2.7649,0.0827,0.0045,0.7676
LL Priority Queue,5000,0.2,20.4243,0.0122,0.0031,18.4993
Priority Queue,5000,0.2,9.9737,0.0034,0.6782,2.4915
Binary Heap,5000,0.2,56.7380,4.2964,3.5075,44.4606
Bucket Queue,5000,0.2,4.4321,0.0087,0.0095,0.7757
LL Priority Queue,5000,0.2,22.2260,0.0115,0.0063,18.6048
Priority Queue,5000,0.2,4.8232,0.0035,0.3240,2.4595
Binary Heap,5000,0.2,57.7466,4.1877,3.6251,45.2250
Bucket Queue,5000,0.2,0.8169,0.1156,0.0002,0.6155
LL Priority Queue,5000,0.2,10.4668,0.0118,0.0002,10.3594
Priority Queue,5000,0.2,1.8020,0.0047,0.0175,1.6543
Binary Heap,5000,0.2,24.1725,4.2251,0.0371,19.8583
Bucket Queue,5000,0.2,1.0068,0.2095,0.0004,0.6189
LL Priority Queue,5000,0.2,13.3716,0.0127,0.0003,13.1732
Priority Queue,5000,0.2,1.5986,0.0032,0.0140,1.4828
Binary Heap,5000,0.2,24.7114,4.1850,0.0423,20.4265
Bucket Queue,5000,0.2,2.1663,0.1174,0.0029,0.7361
LL Priority Queue,5000,0.2,19.1274,0.0117,0.0021,17.8023
Priority Queue,5000,0.2,3.7361,0.0042,0.1913,2.3304
Binary Heap,5000,0.2,49.9388,4.1473,1.0976,43.5798
Bucket Queue,5000,0.2,4.0915,0.1202,0.0078,0.7424
LL Priority Queue,5000,0.2,21.3501,0.1477,0.0053,18.0041
Priority Queue,5000,0.2,7.1586,0.0042,0.5218,2.4207
Binary Heap,5000,0.2,58.2429,4.1753,3.8553,44.7537
Bucket Queue,5000,0.2,3.3405,0.0389,0.0060,0.7824
LL Priority Queue,5000,0.2,21.0529,0.0124,0.0040,18.5744
Priority Queue,5000,0.2,6.2377,0.0034,0.4647,2.4485
Binary Heap,5000,0.2,57.3917,4.1724,3.5734,44.9856
Bucket Queue,5000,0.2,1.7472,0.1190,0.0019,0.7617
LL Priority Queue,5000,0.2,18.0862,0.0106,0.0015,17.2016
Priority Queue,5000,0.2,3.5989,0.0043,0.1578,2.4730
Binary Heap,5000,0.2,50.2538,4.2103,0.9514,44.1160
Bucket Queue,5000,0.2,7.1253,0.0858,0.0174,0.7633
LL Priority Queue,5000,0.2,25.0659,0.0115,0.0112,18.6647
Priority Queue,5000,0.2,4.7503,0.0028,0.3137,2.3824
Binary Heap,5000,0.2,56.7282,4.2471,3.4906,44.5321
Bucket Queue,5000,0.2,1.3248,0.0232,0.0013,0.7392
LL Priority Queue,5000,0.2,16.8692,0.0132,0.0009,16.2961
Priority Queue,5000,0.2,3.3503,0.0035,0.1357,2.3583
Binary Heap,5000,0.2,44.4379,4.1724,0.3983,39.4551
Bucket Queue,5000,0.2,3.0827,0.1192,0.0051,0.7736
LL Priority Queue,5000,0.2,21.0477,0.1449,0.0035,18.7209
Priority Queue,5000,0.2,8.7749,0.0044,0.6151,2.4105
Binary Heap,5000,0.2,57.4120,4.1445,3.6500,44.7373
Bucket Queue,5000,0.2,2.6674,0.0696,0.0043,0.7763
LL Priority Queue,5000,0.2,20.2581,0.0123,0.0029,18.4449
Priority Queue,5000,0.2,4.2510,0.0031,0.2577,2.4228
Binary Heap,5000,0.2,53.0367,4.1794,1.7777,45.2209
Bucket Queue,5000,0.2,5.0551,0.0087,0.0113,0.7886
LL Priority Queue,5000,0.2,22.6086,0.0098,0.0071,18.3951
Priority Queue,5000,0.2,9.1103,0.1323,0.6200,2.4806
Binary Heap,5000,0.2,58.8219,4.1585,4.1220,44.1617
Bucket Queue,5000,0.2,3.2742,0.1134,0.0057,0.7592
LL Priority Queue,5000,0.2,20.8654,0.0120,0.0040,18.4502
Priority Queue,5000,0.2,7.2071,0.0045,0.5318,2.4198
Binary Heap,5000,0.2,59.2085,4.2115,3.9965,45.3230
Bucket Queue,5000,0.2,8.4756,0.0537,0.0206,0.7867
LL Priority Queue,5000,0.2,25.9627,0.0098,0.0130,18.8459
Priority Queue,5000,0.2,10.8368,0.0025,0.6836,2.5127
Binary Heap,5000,0.2,61.2801,4.1586,4.2463,45.6717
Bucket Queue,5000,0.2,8.3920,0.2358,0.0206,0.7590
LL Priority Queue,5000,0.2,25.0458,0.0110,0.0119,18.2745
Priority Queue,5000,0.2,9.8204,0.0025,0.6509,2.3737
Binary Heap,5000,0.2,60.0000,4.2045,4.1935,44.4850
Bucket Queue,5000,0.2,1.7346,0.0996,0.0020,0.7172
LL Priority Queue,5000,0.2,18.3417,0.0120,0.0015,17.3861
Priority Queue,5000,0.2,3.7701,0.0043,0.1718,2.5041
Binary Heap,5000,0.2,53.0844,4.1826,1.9071,44.9776
Bucket Queue,5000,0.2,5.6148,0.0377,0.0124,0.7606
LL Priority Queue,5000,0.2,23.6857,0.1321,0.0085,18.7442
Priority Queue,5000,0.2,5.8548,0.0029,0.4201,2.3385
Binary Heap,5000,0.2,59.4559,4.1780,4.0669,45.0970
Bucket Queue,5000,0.2,7.4181,0.1104,0.0180,0.7840
LL Priority Queue,5000,0.2,26.1996,0.0108,0.0134,18.5592
Priority Queue,5000,0.2,10.2381,0.0023,0.6780,2.3912
Binary Heap,5000,0.2,60.9316,4.1913,4.2133,45.1334
Bucket Queue,5000,0.2,7.3168,0.0892,0.0174,0.7803
LL Priority Queue,5000,0.2,25.2132,0.0114,0.0117,18.7060
Priority Queue,5000,0.2,9.2378,0.0027,0.6301,2.3702
Binary Heap,5000,0.2,54.8749,4.2814,2.7669,44.6225
Bucket Queue,5000,0.2,4.7185,0.0090,0.0102,0.7631
LL Priority Queue,5000,0.2,22.9941,0.0118,0.0068,19.0668
Priority Queue,5000,0.2,5.1871,0.0034,0.3534,2.4754
Binary Heap,5000,0.2,55.4087,4.2064,2.4745,45.9828
Bucket Queue,5000,0.2,4.4255,0.1188,0.0088,0.8204
LL Priority Queue,5000,0.2,21.7658,0.0121,0.0058,18.2761
Priority Queue,5000,0.2,4.8340,0.0044,0.3321,2.4046
Binary Heap,5000,0.2,60.1511,4.1709,4.0971,45.7550
Bucket Queue,5000,0.2,8.3981,0.1878,0.0196,0.8076
LL Priority Queue,5000,0.2,25.6382,0.0111,0.0122,18.7224
Priority Queue,5000,0.2,9.5831,0.0024,0.6511,2.3497
Binary Heap,5000,0.2,60.5740,4.1568,4.2282,44.8250
Bucket Queue,5000,0.2,1.8010,0.1166,0.0024,0.7263
LL Priority Queue,5000,0.2,18.8842,0.0127,0.0017,17.8887
Priority Queue,5000,0.2,3.3387,0.0039,0.1388,2.3297
Binary Heap,5000,0.2,52.0907,4.1540,1.7385,44.3887
Bucket Queue,5000,0.2,2.8961,0.1158,0.0046,0.7525
LL Priority Queue,5000,0.2,20.8582,0.1341,0.0033,18.7269
Priority Queue,5000,0.2,2.3221,0.0044,0.0475,1.9869
Binary Heap,5000,0.2,44.0911,4.1945,0.3792,39.1203
Bucket Queue,5000,0.2,3.9316,0.0378,0.0077,0.7807
LL Priority Queue,5000,0.2,21.3711,0.0120,0.0050,18.2493
Priority Queue,5000,0.2,5.3045,0.0033,0.3679,2.4284
Binary Heap,5000,0.2,54.8714,4.1695,2.7084,44.9072
Bucket Queue,5000,0.2,3.2310,0.1231,0.0060,0.7761
LL Priority Queue,5000,0.2,20.7515,0.0145,0.0039,18.4018
Priority Queue,5000,0.2,9.9569,0.0047,0.6758,2.4719
Binary Heap,5000,0.2,56.9194,4.1525,3.3990,45.1047
Bucket Queue,5000,0.2,2.5792,0.0838,0.0040,0.7594
LL Priority Queue,5000,0.2,20.2131,0.0127,0.0028,18.4816
Priority Queue,5000,0.2,7.3772,0.0033,0.5395,2.4715
Binary Heap,5000,0.2,59.0696,4.1498,3.9866,45.0922
Bucket Queue,5000,0.2,1.4316,0.0230,0.0016,0.7245
LL Priority Queue,5000,0.2,17.4000,0.0109,0.0012,16.6911
Priority Queue,5000,0.2,3.3583,0.0034,0.1379,2.3352
Binary Heap,5000,0.2,52.7776,4.1369,1.7806,44.9908
Bucket Queue,5000,0.2,7.2438,0.1170,0.0172,0.7412
LL Priority Queue,5000,0.2,25.4104,0.1415,0.0126,17.9087
Priority Queue,5000,0.2,9.8331,0.0025,0.6436,2.3295
Binary Heap,5000,0.2,59.9515,4.1339,4.1928,44.4826
Bucket Queue,5000,0.2,1.5611,0.0678,0.0017,0.7137
LL Priority Queue,5000,0.2,17.7087,0.0119,0.0013,16.9104
Priority Queue,5000,0.2,4.2708,0.0035,0.2657,2.3542
Binary Heap,5000,0.2,53.1553,4.1762,1.8860,45.1007
Bucket Queue,5000,0.2,2.2571,0.0085,0.0034,0.7532
LL Priority Queue,5000,0.2,19.8816,0.0108,0.0026,18.3700
Priority Queue,5000,0.2,4.1387,0.1326,0.2315,2.3245
Binary Heap,5000,0.2,52.9826,4.2306,1.7350,45.1909
Bucket Queue,5000,0.2,5.1064,0.1198,0.0108,0.7804
LL Priority Queue,5000,0.2,22.9399,0.0119,0.0074,18.7204
Priority Queue,5000,0.2,8.9758,0.0040,0.6307,2.3695
Binary Heap,5000,0.2,58.7808,4.1636,4.0902,44.3077
Bucket Queue,5000,0.2,3.4863,0.0529,0.0064,0.7593
LL Priority Queue,5000,0.2,21.3240,0.0131,0.0044,18.6383
Priority Queue,5000,0.2,4.3780,0.0034,0.2646,2.4649
Binary Heap,5000,0.2,50.9330,4.1607,1.2324,44.2772
Bucket Queue,5000,0.2,2.0623,0.2425,0.0023,0.7752
LL Priority Queue,5000,0.2,18.9443,0.0121,0.0018,17.8807
Priority Queue,5000,0.2,3.7300,0.0043,0.1897,2.3710
Binary Heap,5000,0.2,50.4620,4.1837,1.1131,44.0363
Bucket Queue,5000,0.2,5.8730,0.1003,0.0135,0.7553
LL Priority Queue,5000,0.2,23.7120,0.0116,0.0085,18.6459
Priority Queue,5000,0.2,8.2602,0.0039,0.6096,2.5073
Binary Heap,5000,0.2,54.7143,4.1769,2.3692,45.5941
Bucket Queue,5000,0.2,7.5727,0.0381,0.0184,0.7852
LL Priority Queue,5000,0.2,25.3445,0.1362,0.0118,18.5777
Priority Queue,5000,0.2,10.0431,0.0023,0.6488,2.3496
Binary Heap,5000,0.2,55.9420,4.1724,3.3002,44.3797
Bucket Queue,5000,0.2,6.0255,0.1163,0.0148,0.7738
LL Priority Queue,5000,0.2,23.6579,0.0112,0.0088,18.6468
Priority Queue,5000,0.2,5.0120,0.0030,0.3423,2.4511
Binary Heap,5000,0.2,57.2585,4.1653,3.5270,45.1268
Bucket Queue,5000,0.2,0.8565,0.0866,0.0003,0.6342
LL Priority Queue,5000,0.2,12.1312,0.0113,0.0003,11.9709
Priority Queue,5000,0.2,2.6484,0.0032,0.0681,2.1270
Binary Heap,5000,0.2,46.8256,4.3334,0.5536,41.3645
Bucket Queue,5000,0.2,4.8673,0.0089,0.0107,0.7945
LL Priority Queue,5000,0.2,23.0979,0.0114,0.0076,19.0194
Priority Queue,5000,0.2,9.9654,0.0030,0.6605,2.3932
Binary Heap,5000,0.2,57.0673,4.1674,3.3519,45.3805
Bucket Queue,5000,0.2,4.5751,0.1225,0.0096,0.7709
LL Priority Queue,5000,0.2,22.7144,0.0121,0.0062,19.0267
Priority Queue,5000,0.2,8.1731,0.0042,0.6038,2.5105
Binary Heap,5000,0.2,56.4819,4.1729,2.9166,45.9972
Bucket Queue,5000,0.2,1.1665,0.2024,0.0006,0.6779
LL Priority Queue,5000,0.2,15.3893,0.0126,0.0005,15.0710
Priority Queue,5000,0.2,3.2874,0.0036,0.1365,2.3007
Binary Heap,5000,0.2,48.3578,4.1846,0.7720,42.6091
Bucket Queue,5000,0.2,5.7811,0.1186,0.0124,0.7679
LL Priority Queue,5000,0.2,23.5899,0.0118,0.0086,18.6574
Priority Queue,5000,0.2,9.0763,0.0037,0.6372,2.4394
Binary Heap,5000,0.2,58.4724,4.1847,3.7359,45.5834
Bucket Queue,5000,0.2,6.5853,0.1142,0.0148,0.7867
LL Priority Queue,5000,0.2,24.2244,0.1439,0.0093,18.4611
Priority Queue,5000,0.2,6.9166,0.0033,0.5280,2.3995
Binary Heap,5000,0.2,56.5589,4.1753,3.3516,44.8381
Bucket Queue,5000,0.2,3.1482,0.0409,0.0057,0.7643
LL Priority Queue,5000,0.2,20.8869,0.0123,0.0038,18.5344
Priority Queue,5000,0.2,9.0246,0.0033,0.6355,2.5407
Binary Heap,5000,0.2,52.8914,4.1065,1.8453,44.9865
Bucket Queue,5000,0.2,5.7948,0.1183,0.0130,0.7782
LL Priority Queue,5000,0.2,23.3142,0.0118,0.0084,18.3812
Priority Queue,5000,0.2,5.2522,0.0037,0.3648,2.4788
Binary Heap,5000,0.2,53.2518,4.2017,1.8177,45.3533
Bucket Queue,5000,0.2,6.7710,0.0818,0.0155,0.7537
LL Priority Queue,5000,0.2,24.8698,0.0105,0.0113,18.7914
Priority Queue,5000,0.2,4.8780,0.0026,0.3320,2.3780
Binary Heap,5000,0.2,56.0090,4.2138,3.1191,44.9396
Bucket Queue,5000,0.2,3.6769,0.0238,0.0073,0.7773
LL Priority Queue,5000,0.2,21.4277,0.0127,0.0047,18.5611
Priority Queue,5000,0.2,5.1563,0.0033,0.3706,2.3986
Binary Heap,5000,0.2,52.8721,4.1581,1.8225,44.9824
Bucket Queue,5000,0.2,4.9349,0.1195,0.0101,0.7815
LL Priority Queue,5000,0.2,22.7670,0.1293,0.0068,18.6193
Priority Queue,5000,0.2,5.0911,0.0044,0.3484,2.4391
Binary Heap,5000,0.2,54.2568,4.1681,2.5550,44.6523
Bucket Queue,5000,0.2,7.4327,0.0691,0.0181,0.7892
LL Priority Queue,5000,0.2,22.1377,0.0108,0.0051,19.0361
Priority Queue,5000,0.2,8.3101,0.0037,0.6094,2.4495
Binary Heap,5000,0.2,60.1985,4.1342,4.1399,45.2947
Bucket Queue,5000,0.2,7.3032,0.0094,0.0177,0.7932
LL Priority Queue,5000,0.2,25.3839,0.0116,0.0116,18.8594
Priority Queue,5000,0.2,6.8498,0.1258,0.4953,2.4133
Binary Heap,5000,0.2,59.1246,4.1670,4.0557,44.8158
Bucket Queue,5000,0.2,7.3443,0.1146,0.0169,0.7712
LL Priority Queue,5000,0.2,25.4983,0.0095,0.0122,18.9455
Priority Queue,5000,0.2,5.7891,0.0028,0.4210,2.3434
Binary Heap,5000,0.2,55.9380,4.2170,3.2039,44.6394
Bucket Queue,5000,0.2,6.4781,0.0542,0.0153,0.7995
LL Priority Queue,5000,0.2,24.4091,0.0105,0.0102,18.7933
Priority Queue,5000,0.2,9.7097,0.0026,0.6548,2.3776
Binary Heap,5000,0.2,57.1200,4.1944,3.4761,44.9735
Bucket Queue,5000,0.2,7.4149,0.2350,0.0166,0.7952
LL Priority Queue,5000,0.2,25.1032,0.0116,0.0119,18.4902
Priority Queue,5000,0.2,8.9363,0.0029,0.6574,2.3699
Binary Heap,5000,0.2,59.4713,4.1845,4.0955,44.7041
Bucket Queue,5000,0.2,5.8714,0.0981,0.0133,0.8174
LL Priority Queue,5000,0.2,23.8664,0.0117,0.0086,18.9275
Priority Queue,5000,0.2,8.0753,0.0036,0.5867,2.4610
Binary Heap,5000,0.2,55.3884,4.1467,2.8281,45.1842
Bucket Queue,5000,0.2,4.4820,0.0385,0.0094,0.7909
LL Priority Queue,5000,0.2,22.4584,0.1277,0.0062,18.7205
Priority Queue,5000,0.2,5.0349,0.0029,0.3522,2.4089
Binary Heap,5000,0.2,55.5569,4.1516,2.9506,45.0223
Bucket Queue,5000,0.2,7.0323,0.1166,0.0165,0.8026
LL Priority Queue,5000,0.2,25.0070,0.0113,0.0106,18.9024
Priority Queue,5000,0.2,7.2258,0.0030,0.5328,2.4782
Binary Heap,5000,0.2,56.0332,4.1444,3.1755,44.8529
Bucket Queue,5000,0.2,6.6313,0.0851,0.0156,0.8097
LL Priority Queue,5000,0.2,24.6065,0.0120,0.0102,18.8789
Priority Queue,5000,0.2,7.2878,0.0030,0.5457,2.4436
Binary Heap,5000,0.2,58.9357,4.2820,4.0647,44.5076
Bucket Queue,5000,0.2,7.6596,0.0087,0.0190,0.7779
LL Priority Queue,5000,0.2,26.0157,0.0108,0.0129,18.8962
Priority Queue,5000,0.2,10.3965,0.0023,0.6643,2.3263
Binary Heap,5000,0.2,60.7412,4.1562,4.2415,45.0960
Bucket Queue,5000,0.2,1.9651,0.1202,0.0025,0.7487
LL Priority Queue,5000,0.2,19.3666,0.0122,0.0019,18.2406
Priority Queue,5000,0.2,3.3903,0.0039,0.1516,2.2927
Binary Heap,5000,0.2,48.7815,4.2182,0.7688,43.0122
Bucket Queue,5000,0.2,6.8816,0.1902,0.0162,0.7736
LL Priority Queue,5000,0.2,26.0116,0.0116,0.0130,18.5303
Priority Queue,5000,0.2,9.3313,0.0021,0.6704,2.3531
Binary Heap,5000,0.2,60.6952,4.2210,4.2279,44.8950
Bucket Queue,5000,0.2,2.8095,0.1154,0.0048,0.7759
LL Priority Queue,5000,0.2,20.1037,0.0126,0.0032,18.1831
Priority Queue,5000,0.2,4.4314,0.0043,0.2641,2.5493
Binary Heap,5000,0.2,52.4270,4.2070,1.7243,44.6804
Bucket Queue,5000,0.2,1.4613,0.1135,0.0014,0.7128
LL Priority Queue,5000,0.2,17.4847,0.1355,0.0011,16.6976
Priority Queue,5000,0.2,2.9170,0.0040,0.0955,2.1960
Binary Heap,5000,0.2,50.2201,4.2339,1.0366,43.8821
Bucket Queue,5000,0.2,1.3379,0.0391,0.0013,0.7166
LL Priority Queue,5000,0.2,17.4490,0.0119,0.0011,16.8404
Priority Queue,5000,0.2,2.4227,0.0033,0.0501,2.0387
Binary Heap,5000,0.2,46.7916,4.2176,0.4896,41.5761
Bucket Queue,5000,0.2,8.5075,0.1130,0.0204,0.7452
LL Priority Queue,5000,0.2,24.5654,0.0102,0.0108,18.1484
Priority Queue,5000,0.2,9.7761,0.0031,0.6800,2.3795
Binary Heap,5000,0.2,60.0056,4.2125,4.2042,44.9082
Bucket Queue,5000,0.2,6.0279,0.0846,0.0139,0.7615
LL Priority Queue,5000,0.2,23.7093,0.0113,0.0092,18.5292
Priority Queue,5000,0.2,6.2620,0.0031,0.4661,2.3726
Binary Heap,5000,0.2,56.4500,4.1958,3.3243,44.7820
Bucket Queue,5000,0.2,2.8833,0.0229,0.0049,0.7550
LL Priority Queue,5000,0.2,20.4473,0.0122,0.0034,18.3297
Priority Queue,5000,0.2,3.1737,0.0033,0.1229,2.2874
Binary Heap,5000,0.2,48.6247,4.1397,0.8222,42.8302
Bucket Queue,5000,0.2,3.2655,0.1148,0.0061,0.7718
LL Priority Queue,5000,0.2,21.1690,0.1296,0.0040,18.6581
Priority Queue,5000,0.2,4.6832,0.0039,0.3126,2.4017
Binary Heap,5000,0.2,59.3580,4.1921,4.0439,45.1561
Bucket Queue,5000,0.2,8.5250,0.0691,0.0209,0.7651
LL Priority Queue,5000,0.2,25.8369,0.0108,0.0130,18.5975
Priority Queue,5000,0.2,10.6412,0.0024,0.6639,2.4142
Binary Heap,5000,0.2,60.2594,4.1615,4.1896,44.6815
Bucket Queue,5000,0.2,3.9377,0.0089,0.0082,0.7567
LL Priority Queue,5000,0.2,21.5699,0.0118,0.0054,18.3784
Priority Queue,5000,0.2,7.6411,0.1220,0.5545,2.4277
Binary Heap,5000,0.2,56.2442,4.2706,3.0489,45.3309
Bucket Queue,5000,0.2,1.9303,0.1210,0.0025,0.7711
LL Priority Queue,5000,0.2,19.1432,0.0105,0.0018,18.0979
Priority Queue,5000,0.2,4.1963,0.0045,0.2370,2.5583
Binary Heap,5000,0.2,44.7588,4.1977,0.3962,39.7536
Bucket Queue,5000,0.2,1.2863,0.0525,0.0012,0.6904
LL Priority Queue,5000,0.2,16.6826,0.0120,0.0010,16.1093
Priority Queue,5000,0.2,4.1168,0.0034,0.2432,2.4191
Binary Heap,5000,0.2,46.4963,4.2044,0.5315,41.2164
Bucket Queue,5000,0.2,6.1132,0.2536,0.0131,0.7516
LL Priority Queue,5000,0.2,23.8883,0.0111,0.0093,18.7306
Priority Queue,5000,0.2,6.8521,0.0034,0.5040,2.4013
Binary Heap,5000,0.2,59.8906,4.1826,4.1191,45.3163
Bucket Queue,5000,0.2,6.5389,0.1008,0.0149,0.7843
LL Priority Queue,5000,0.2,24.4787,0.0118,0.0099,18.8855
Priority Queue,5000,0.2,7.1660,0.0045,0.5247,2.5913
Binary Heap,5000,0.2,54.4311,4.1671,2.3489,45.3396
Bucket Queue,5000,0.2,2.5218,0.0375,0.0041,0.7548
LL Priority Queue,5000,0.2,20.7567,0.1373,0.0028,18.9112
Priority Queue,5000,0.2,2.9309,0.0034,0.0918,2.2493
Binary Heap,5000,0.2,53.1330,4.1378,1.8596,45.1772
Bucket Queue,5000,0.2,5.4076,0.1138,0.0114,0.7856
LL Priority Queue,5000,0.2,23.0711,0.0107,0.0082,18.5396
Priority Queue,5000,0.2,5.1296,0.0040,0.3568,2.4388
Binary Heap,5000,0.2,57.1624,4.1580,3.3888,45.3732
Bucket Queue,5000,0.2,3.0365,0.0851,0.0053,0.7687
LL Priority Queue,5000,0.2,20.8945,0.0125,0.0035,18.6999
Priority Queue,5000,0.2,7.4280,0.0029,0.5745,2.4635
Binary Heap,5000,0.2,57.0007,4.3224,3.4207,44.9321
Bucket Queue,5000,0.2,7.1017,0.0093,0.0171,0.7952
LL Priority Queue,5000,0.2,25.0800,0.0112,0.0111,18.7719
Priority Queue,5000,0.2,4.4140,0.0028,0.2718,2.4603
Binary Heap,5000,0.2,55.5603,4.1826,2.9756,44.8929
Bucket Queue,5000,0.2,5.4488,0.1171,0.0119,0.7978
LL Priority Queue,5000,0.2,23.6192,0.0107,0.0077,19.0720
Priority Queue,5000,0.2,8.4734,0.0037,0.6203,2.4795
Binary Heap,5000,0.2,54.1565,4.1617,2.2707,45.2576
Bucket Queue,5000,0.2,1.8474,0.2009,0.0020,0.7770
LL Priority Queue,5000,0.2,18.7757,0.0129,0.0015,17.8880
Priority Queue,5000,0.2,2.3087,0.0035,0.0386,2.0115
Binary Heap,5000,0.2,51.1884,4.1484,1.1269,44.7513
Bucket Queue,5000,0.2,6.8811,0.1171,0.0153,0.7552
LL Priority Queue,5000,0.2,24.6177,0.0118,0.0109,18.5568
Priority Queue,5000,0.2,5.7898,0.0032,0.4159,2.3572
Binary Heap,5000,0.2,53.9026,4.2036,2.2699,44.9220
Bucket Queue,5000,0.2,5.5868,0.1182,0.0120,0.7622
LL Priority Queue,5000,0.2,25.9409,0.1373,0.0123,19.0086
Priority Queue,5000,0.2,7.7210,0.0029,0.5776,2.3561
Binary Heap,5000,0.2,59.9134,4.2047,4.1890,44.8386
Bucket Queue,5000,0.2,5.0090,0.0388,0.0107,0.7806
LL Priority Queue,5000,0.2,22.8989,0.0115,0.0070,18.7249
Priority Queue,5000,0.2,7.5647,0.0031,0.5663,2.4113
Binary Heap,5000,0.2,55.3677,4.2005,2.8711,44.9732
Bucket Queue,5000,0.2,4.4926,0.1242,0.0099,0.7974
LL Priority Queue,5000,0.2,21.9894,0.0102,0.0057,18.4530
Priority Queue,5000,0.2,8.3540,0.0043,0.6090,2.4860
Binary Heap,5000,0.2,58.0382,4.1244,3.7376,45.1681
Bucket Queue,5000,0.2,6.9692,0.0845,0.0164,0.7911
LL Priority Queue,5000,0.2,24.9911,0.0112,0.0113,18.8073
Priority Queue,5000,0.2,7.4806,0.0028,0.5443,2.4489
Binary Heap,5000,0.2,59.0127,4.2476,4.0302,44.8575
Bucket Queue,5000,0.2,4.8638,0.0237,0.0107,0.7878
LL Priority Queue,5000,0.2,22.9590,0.0106,0.0071,18.9034
Priority Queue,5000,0.2,5.8480,0.0034,0.4222,2.4777
Binary Heap,5000,0.2,56.3017,4.1810,2.9943,45.6159
Bucket Queue,5000,0.2,3.9808,0.1140,0.0078,0.7755
LL Priority Queue,5000,0.2,21.6450,0.1302,0.0050,18.4657
Priority Queue,5000,0.2,7.7850,0.0041,0.5698,2.3898
Binary Heap,5000,0.2,54.8039,4.1582,2.6664,44.9682
Bucket Queue,5000,0.2,5.4333,0.0702,0.0118,0.8204
LL Priority Queue,5000,0.2,23.3307,0.0101,0.0082,18.7918
Priority Queue,5000,0.2,8.9881,0.0033,0.6353,2.4198
Binary Heap,5000,0.2,54.9010,4.2350,2.5904,45.2015
Bucket Queue,5000,0.2,3.7091,0.0091,0.0073,0.7878
LL Priority Queue,5000,0.2,21.3630,0.0115,0.0048,18.4712
Priority Queue,5000,0.2,5.0004,0.1296,0.3418,2.4158
Binary Heap,5000,0.2,56.1283,4.1556,3.2050,44.8807
Bucket Queue,5000,0.2,7.4006,0.1220,0.0179,0.7777
LL Priority Queue,5000,0.2,22.7259,0.0107,0.0069,18.7472
Priority Queue,5000,0.2,9.2644,0.0040,0.6593,2.3880
Binary Heap,5000,0.2,57.7222,4.1770,3.7965,44.5890
Bucket Queue,5000,0.2,4.2602,0.0556,0.0087,0.7987
LL Priority Queue,5000,0.2,22.4279,0.0109,0.0059,19.0526
